State,Municipality,Date,Deaths,Confirmed,Recovered,Active
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-04-20,0,2,2,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-05-09,0,1,1,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-05-21,0,1,1,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-05-24,1,1,0,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-05-25,0,1,1,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-05-26,0,1,1,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-05-29,0,3,3,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-01,1,2,1,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-02,0,2,2,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-03,0,1,1,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-06,0,4,4,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-07,0,3,3,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-08,1,3,2,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-09,0,2,2,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-10,0,5,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-11,0,1,1,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-12,0,5,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-13,0,3,3,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-14,0,5,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-15,0,7,7,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-16,0,10,10,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-17,0,5,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-18,0,5,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-19,0,3,3,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-20,0,3,3,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-21,0,5,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-22,0,11,11,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-23,0,7,7,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-24,1,5,4,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-25,0,6,6,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-26,2,7,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-27,0,5,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-28,1,3,2,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-29,0,8,8,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-06-30,1,10,9,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-01,1,8,7,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-02,1,7,6,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-03,0,8,8,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-04,0,3,3,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-05,1,6,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-06,0,10,10,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-07,1,6,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-08,2,12,10,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-09,2,6,4,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-10,3,14,11,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-11,0,1,1,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-12,0,7,7,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-13,3,8,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-14,1,7,6,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-15,0,12,12,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-16,0,7,7,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-17,1,11,10,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-18,1,10,9,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-19,0,8,8,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-20,0,13,13,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-21,0,7,7,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-22,0,4,4,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-23,0,4,4,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-24,1,4,3,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-25,0,11,11,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-26,1,9,8,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-27,1,8,7,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-28,0,12,12,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-29,0,4,4,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-30,1,3,2,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-07-31,0,3,3,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-01,0,3,3,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-02,1,6,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-03,0,5,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-04,0,9,9,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-05,0,9,9,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-06,0,5,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-07,0,10,10,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-08,2,9,7,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-09,1,4,3,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-10,0,5,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-11,0,6,6,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-12,1,7,6,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-13,0,7,7,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-14,0,11,11,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-15,0,6,6,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-16,1,9,8,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-17,2,14,12,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-18,0,4,4,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-19,1,10,9,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-20,1,10,9,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-21,0,5,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-22,0,5,5,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-23,1,13,12,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-24,0,11,11,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-25,0,13,13,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-26,1,8,7,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-27,0,7,7,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-28,0,12,12,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-29,0,11,11,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-30,1,8,7,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-08-31,0,8,8,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-09-01,1,8,7,0
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-09-02,0,7,0,7
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-09-03,0,3,0,3
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-09-04,0,7,0,7
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-09-05,0,3,0,3
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-09-06,0,5,0,5
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-09-08,0,2,0,2
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-09-09,1,6,0,5
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-09-11,0,3,0,3
COAHUILA DE ZARAGOZA,MÚZQUIZ,2020-09-14,1,5,0,4
COAHUILA DE ZARAGOZA,NADADORES,2020-04-10,0,1,1,0
COAHUILA DE ZARAGOZA,NADADORES,2020-05-02,0,1,1,0
COAHUILA DE ZARAGOZA,NADADORES,2020-06-22,0,1,1,0
COAHUILA DE ZARAGOZA,NADADORES,2020-06-26,1,1,0,0
COAHUILA DE ZARAGOZA,NADADORES,2020-07-03,0,1,1,0
COAHUILA DE ZARAGOZA,NADADORES,2020-07-13,0,1,1,0
COAHUILA DE ZARAGOZA,NADADORES,2020-07-17,1,1,0,0
COAHUILA DE ZARAGOZA,NADADORES,2020-07-18,0,1,1,0
COAHUILA DE ZARAGOZA,NADADORES,2020-07-20,0,2,2,0
COAHUILA DE ZARAGOZA,NADADORES,2020-07-22,0,1,1,0
COAHUILA DE ZARAGOZA,NADADORES,2020-07-24,0,2,2,0
COAHUILA DE ZARAGOZA,NADADORES,2020-07-25,0,1,1,0
COAHUILA DE ZARAGOZA,NADADORES,2020-07-28,0,1,1,0
COAHUILA DE ZARAGOZA,NADADORES,2020-08-01,0,4,4,0
COAHUILA DE ZARAGOZA,NADADORES,2020-08-07,0,2,2,0
COAHUILA DE ZARAGOZA,NADADORES,2020-08-08,0,2,2,0
COAHUILA DE ZARAGOZA,NADADORES,2020-08-09,0,1,1,0
COAHUILA DE ZARAGOZA,NADADORES,2020-08-13,0,1,1,0
COAHUILA DE ZARAGOZA,NADADORES,2020-08-15,0,1,1,0
COAHUILA DE ZARAGOZA,NADADORES,2020-08-16,0,1,1,0
COAHUILA DE ZARAGOZA,NADADORES,2020-08-17,0,1,1,0
COAHUILA DE ZARAGOZA,NADADORES,2020-08-18,0,1,1,0
COAHUILA DE ZARAGOZA,NADADORES,2020-08-20,0,3,3,0
COAHUILA DE ZARAGOZA,NADADORES,2020-08-22,0,2,2,0
COAHUILA DE ZARAGOZA,NADADORES,2020-09-04,0,1,0,1
COAHUILA DE ZARAGOZA,NADADORES,2020-09-05,0,5,0,5
COAHUILA DE ZARAGOZA,NADADORES,2020-09-06,0,1,0,1
COAHUILA DE ZARAGOZA,NADADORES,2020-09-07,0,1,0,1
COAHUILA DE ZARAGOZA,NADADORES,2020-09-12,0,1,0,1
COAHUILA DE ZARAGOZA,NAVA,2020-03-29,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-04-11,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-05-15,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-05-23,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-05-27,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-05-28,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-06-01,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-06-03,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-06-06,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-06-15,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-06-18,0,3,3,0
COAHUILA DE ZARAGOZA,NAVA,2020-06-19,1,2,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-06-22,0,4,4,0
COAHUILA DE ZARAGOZA,NAVA,2020-06-26,1,3,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-06-27,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-06-28,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-06-29,1,8,7,0
COAHUILA DE ZARAGOZA,NAVA,2020-06-30,0,4,4,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-01,0,3,3,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-02,0,6,6,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-03,0,4,4,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-04,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-05,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-06,0,4,4,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-07,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-08,0,3,3,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-09,0,4,4,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-10,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-11,1,1,0,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-13,1,2,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-14,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-15,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-16,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-17,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-18,0,4,4,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-19,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-20,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-22,1,2,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-23,1,1,0,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-24,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-25,0,5,5,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-26,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-27,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-28,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-29,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-30,0,8,8,0
COAHUILA DE ZARAGOZA,NAVA,2020-07-31,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-01,4,8,4,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-03,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-04,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-05,1,9,8,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-06,0,8,8,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-07,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-08,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-09,0,3,3,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-10,0,3,3,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-11,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-12,0,3,3,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-14,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-17,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-18,0,4,4,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-20,1,9,8,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-21,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-22,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-23,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-24,0,3,3,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-26,0,3,3,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-27,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-28,0,2,2,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-29,0,3,3,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-30,0,1,1,0
COAHUILA DE ZARAGOZA,NAVA,2020-08-31,0,7,7,0
COAHUILA DE ZARAGOZA,NAVA,2020-09-01,1,1,0,0
COAHUILA DE ZARAGOZA,NAVA,2020-09-02,0,1,0,1
COAHUILA DE ZARAGOZA,NAVA,2020-09-03,0,3,0,3
COAHUILA DE ZARAGOZA,NAVA,2020-09-04,0,1,0,1
COAHUILA DE ZARAGOZA,NAVA,2020-09-05,0,1,0,1
COAHUILA DE ZARAGOZA,NAVA,2020-09-08,0,1,0,1
COAHUILA DE ZARAGOZA,NAVA,2020-09-09,0,2,0,2
COAHUILA DE ZARAGOZA,NO ESPECIFICADO,2020-07-06,0,1,1,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-04-16,0,1,1,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-04-28,0,2,2,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-04-29,0,2,2,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-05-16,0,7,7,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-05-17,0,1,1,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-05-18,0,3,3,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-05-19,0,1,1,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-05-20,0,1,1,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-05-23,0,6,6,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-05-24,0,1,1,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-05-28,0,1,1,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-06-09,0,2,2,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-06-11,0,1,1,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-06-23,0,2,2,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-07-26,0,1,1,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-07-27,0,2,2,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-08-06,0,1,1,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-08-10,0,3,3,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-08-13,0,2,2,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-08-16,0,3,3,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-08-21,0,1,1,0
COAHUILA DE ZARAGOZA,OCAMPO,2020-08-25,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-05-08,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-05-09,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-05-14,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-05-18,0,3,3,0
COAHUILA DE ZARAGOZA,PARRAS,2020-05-26,1,1,0,0
COAHUILA DE ZARAGOZA,PARRAS,2020-05-29,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-06-08,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-06-12,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-06-14,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-06-15,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-06-18,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-06-20,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-06-22,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-06-23,0,6,6,0
COAHUILA DE ZARAGOZA,PARRAS,2020-06-24,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-06-25,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-06-26,0,7,7,0
COAHUILA DE ZARAGOZA,PARRAS,2020-06-28,1,1,0,0
COAHUILA DE ZARAGOZA,PARRAS,2020-06-30,0,4,4,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-01,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-03,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-04,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-05,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-06,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-07,1,16,15,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-09,1,2,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-10,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-11,0,3,3,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-12,0,3,3,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-13,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-14,0,25,25,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-15,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-17,0,11,11,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-18,1,2,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-19,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-20,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-21,0,13,13,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-23,0,3,3,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-24,1,10,9,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-25,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-26,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-27,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-28,0,10,10,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-29,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-07-31,1,14,13,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-03,0,3,3,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-04,0,21,21,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-06,0,3,3,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-07,0,14,14,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-08,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-09,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-10,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-11,0,6,6,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-12,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-13,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-14,0,6,6,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-17,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-18,0,3,3,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-19,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-20,0,7,7,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-21,0,3,3,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-23,1,3,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-24,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-25,0,11,11,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-26,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-27,0,1,1,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-28,0,2,2,0
COAHUILA DE ZARAGOZA,PARRAS,2020-08-31,1,1,0,0
COAHUILA DE ZARAGOZA,PARRAS,2020-09-01,0,3,3,0
COAHUILA DE ZARAGOZA,PARRAS,2020-09-03,0,2,0,2
COAHUILA DE ZARAGOZA,PARRAS,2020-09-04,0,2,0,2
COAHUILA DE ZARAGOZA,PARRAS,2020-09-05,0,2,0,2
COAHUILA DE ZARAGOZA,PARRAS,2020-09-07,0,1,0,1
COAHUILA DE ZARAGOZA,PARRAS,2020-09-08,0,2,0,2
COAHUILA DE ZARAGOZA,PARRAS,2020-09-10,0,2,0,2
COAHUILA DE ZARAGOZA,PARRAS,2020-09-11,0,1,0,1
COAHUILA DE ZARAGOZA,PARRAS,2020-09-12,0,1,0,1
COAHUILA DE ZARAGOZA,PARRAS,2020-09-14,0,2,0,2
COAHUILA DE ZARAGOZA,PARRAS,2020-09-15,0,3,0,3
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-03-21,0,1,1,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-03-25,0,2,2,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-03-26,0,1,1,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-03-27,0,1,1,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-03-28,0,4,4,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-03-30,0,2,2,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-03-31,0,3,3,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-01,0,4,4,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-02,0,1,1,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-03,0,2,2,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-04,0,2,2,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-06,0,2,2,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-07,1,2,1,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-09,0,3,3,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-12,0,1,1,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-13,0,1,1,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-16,0,3,3,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-17,0,3,3,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-18,0,1,1,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-20,0,3,3,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-23,0,3,3,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-25,1,3,2,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-27,0,1,1,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-04-29,0,1,1,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-05-02,0,1,1,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-05-04,0,1,1,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-05-05,0,2,2,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-05-06,0,3,3,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-05-08,0,1,1,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-05-09,0,1,1,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-05-10,0,1,1,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-05-11,0,2,2,0
COAHUILA DE ZARAGOZA,PIEDRAS NEGRAS,2020-05-12,0,1,1,0
